customer_id,order_date,order_value,order_qty_articles
17841,2011-05-31,193.8,159
17841,2011-06-13,248.71,125
17841,2011-07-10,244.12,136
17841,2011-07-29,176.4,83
17841,2011-08-05,245.83,169
17841,2011-11-04,465.57,211
17841,2011-11-09,446.98,486
17841,2011-12-06,974.01,702
15026,2011-09-20,238.22,204
15796,2011-05-08,253.47,92
17589,2011-10-10,561.1,324
18102,2011-04-19,-158.21,-1
18102,2011-07-20,15.56,755
12471,2011-07-04,30.0,1
15033,2011-05-15,419.34,189
17338,2011-07-01,596.23,332
17338,2011-08-17,946.74,420
17338,2011-11-22,1425.96,776
15291,2011-03-07,45.0,1
14525,2011-03-31,305.15,274
15549,2011-09-23,61.58,38
14527,2011-03-31,127.99,54
14527,2011-10-25,152.71,49
17857,2011-10-25,3640.0,1001
17857,2011-11-03,1623.92,1664
17857,2011-11-09,2640.0,2400
17857,2011-11-22,976.0,3200
17857,2011-12-05,2979.6,2479
15299,2011-06-09,-600.0,-1
15299,2011-06-28,600.0,1
15299,2011-08-08,-48.0,-1
15555,2010-12-13,165.94,194
15555,2011-05-22,353.69,360
15555,2011-09-22,343.03,530
13764,2011-09-30,576.13,342
18116,2010-12-23,353.69,178
14534,2011-08-12,153.85,55
15046,2011-01-05,511.95,275
18118,2011-01-18,290.8,242
16327,2010-12-05,535.6,392
17095,2011-02-14,-208.16,-1
17609,2011-01-16,430.04,225
17609,2011-10-30,361.18,366
17865,2011-08-24,1235.18,389
15563,2011-11-17,634.82,729
12748,2010-12-05,958.45,610
12748,2010-12-08,367.52,314
12748,2011-02-23,69.59,34
12748,2011-04-28,416.95,2
12748,2011-08-17,146.19,47
12748,2011-09-28,1313.52,1816
12748,2011-10-23,124.59,47
12748,2011-10-28,-907.0,-1
12748,2011-11-15,2151.5,1083
12748,2011-11-25,1050.64,843
12748,2011-12-05,363.79,284
14796,2011-07-11,543.37,487
13263,2011-04-04,406.82,255
13263,2011-05-12,272.94,145
13263,2011-06-29,185.85,104
13263,2011-08-04,167.32,78
14543,2011-03-06,-258.9,-26
14543,2011-03-31,12.99,34
14543,2011-04-01,283.21,30
13777,2011-01-27,-125.19,-46
17873,2011-06-08,396.14,181
13012,2011-05-11,-5.1,-1
13268,2011-11-22,324.26,394
12757,2011-05-12,602.83,311
12757,2011-05-23,-15.0,-1
12757,2011-10-06,1730.77,1123
15061,2011-03-17,-21.6,-48
17365,2011-09-13,1126.47,1147
14808,2011-07-18,345.84,465
15834,2011-03-07,1281.37,410
16348,2011-04-13,455.7,228
15329,2010-12-09,-17.7,-6
14562,2011-07-14,324.69,110
17894,2010-12-14,167.86,77
14056,2011-10-18,575.12,277
17389,2011-08-03,423.78,54
15856,2011-07-11,351.7,247
17396,2011-07-14,4404.3,999
14071,2011-10-28,265.71,179
14071,2011-11-08,152.53,115
13050,2011-06-07,585.17,346
15867,2011-04-11,217.14,159
15867,2011-07-19,566.13,241
17404,2011-07-31,3633.58,2567
14342,2011-05-17,-60.85,-10
12808,2010-12-06,129.4,53
12553,2011-01-14,700.31,446
12553,2011-03-04,317.25,125
12553,2011-03-25,357.91,264
12553,2011-05-19,352.85,128
12553,2011-07-08,284.75,137
12553,2011-08-21,400.22,236
12553,2011-10-12,477.55,220
12553,2011-11-14,518.12,225
12553,2011-12-01,277.02,169
17676,2011-08-25,-4.41,-1
14606,2011-07-25,244.44,42
16912,2011-03-11,-30.46,-13
12562,2011-05-25,444.96,183
12562,2011-06-16,510.27,270
12562,2011-08-05,650.0,323
12562,2011-09-19,388.64,231
12562,2011-10-14,513.6,234
12562,2011-11-17,619.9,215
12562,2011-12-01,654.37,323
14866,2011-07-26,36.5,1
13588,2011-08-08,-22.11,-7
17940,2011-05-20,-75.0,-1
12567,2010-12-05,1526.92,611
12567,2010-12-07,415.46,167
12567,2011-02-04,1236.73,617
12567,2011-05-22,705.21,234
12567,2011-06-13,1650.1,557
12567,2011-08-23,851.06,406
12567,2011-09-04,891.82,509
12567,2011-11-17,1551.3,772
15128,2011-05-18,-3.71,-1
12569,2011-04-01,348.68,115
12569,2011-04-14,447.72,182
12569,2011-05-04,238.74,146
12569,2011-05-05,129.18,49
12569,2011-06-09,142.14,79
12569,2011-06-30,95.28,47
12569,2011-07-19,166.25,82
12569,2011-08-09,102.98,35
12569,2011-08-16,115.3,22
12569,2011-08-24,78.75,30
12569,2011-09-04,91.86,39
12569,2011-09-06,106.8,21
12569,2011-09-08,86.0,9
12569,2011-10-06,397.8,259
12569,2011-10-12,103.5,27
12569,2011-10-20,85.68,49
12569,2011-10-26,119.74,24
12569,2011-11-03,92.25,40
12569,2011-11-15,130.85,56
12569,2011-11-16,109.87,114
12569,2011-11-23,204.3,74
12569,2011-12-01,208.19,88
12569,2011-12-02,67.0,9
12569,2011-12-04,92.55,34
12569,2011-12-05,69.0,7
12569,2011-12-07,258.28,162
13081,2011-11-25,-7.6,-1
16156,2011-07-13,-42.3,-13
13599,2011-03-10,-29.5,-31
16678,2011-11-18,-43.41,-13
16678,2011-11-28,32.0,11
12583,2010-12-01,855.86,449
12583,2011-01-07,730.16,491
12583,2011-02-10,321.56,454
12583,2011-02-15,-18.0,-1
12583,2011-03-11,712.85,325
12583,2011-05-23,421.96,306
12583,2011-06-12,360.18,716
12583,2011-06-21,257.3,351
12583,2011-07-08,329.24,200
12583,2011-08-25,243.1,171
12583,2011-09-21,540.8,277
12583,2011-09-30,327.23,175
12583,2011-10-12,314.2,101
12583,2011-11-08,774.45,461
12583,2011-11-21,397.72,271
12583,2011-12-07,694.77,312
12839,2011-12-06,-4.5,-1
12584,2011-03-04,463.63,84
17450,2011-04-20,3082.9,1734
17450,2011-06-21,-545.58,-1
17450,2011-08-31,-167.08,-2
17450,2011-09-02,-200.0,-1
18223,2011-03-10,-2.84,-1
12594,2011-01-21,341.0,145
12594,2011-02-18,256.0,111
12594,2011-03-28,307.5,163
12597,2011-03-16,516.15,230
12597,2011-06-09,912.66,445
12597,2011-10-30,2176.45,1484
12597,2011-11-20,205.96,77
15157,2011-08-08,-36.33,-78
12598,2011-02-28,720.86,316
12598,2011-05-03,564.88,370
12598,2011-07-01,298.64,285
12598,2011-09-29,361.76,288
12598,2011-11-11,336.8,337
14646,2010-12-20,70.96,46
14646,2011-02-08,1261.28,1123
14646,2011-03-25,1407.86,731
14646,2011-04-28,692.36,432
14646,2011-05-11,824.4,279
14646,2011-05-18,732.4,412
14646,2011-07-20,26.02,10
14646,2011-09-22,904.62,551
14646,2011-10-06,841.55,357
14646,2011-10-21,3325.62,2476
14646,2011-11-10,9823.12,7786
14646,2011-11-16,232.5,147
14646,2011-11-18,166.0,34
14646,2011-11-22,588.24,377
12599,2011-02-08,201.86,216
12599,2011-02-27,110.6,71
12599,2011-05-15,151.4,141
12599,2011-06-28,134.28,109
12599,2011-07-11,78.6,49
12599,2011-08-05,180.3,163
12599,2011-11-10,175.54,207
12600,2010-12-03,76.5,31
12600,2010-12-17,198.3,43
12600,2011-02-03,427.94,105
12600,2011-03-20,124.08,25
12600,2011-04-28,286.88,85
12600,2011-05-17,-18.0,-1
12600,2011-05-19,202.26,47
12600,2011-07-17,345.23,107
12600,2011-08-19,275.37,101
12600,2011-09-16,282.9,69
12600,2011-11-11,379.58,161
13883,2011-05-12,-65.03,-48
12348,2010-12-16,892.8,1254
12348,2011-01-25,227.44,601
12348,2011-04-05,367.0,269
12348,2011-09-25,310.0,217
16191,2011-11-22,-16.85,-17
12352,2011-03-22,40.0,1
12352,2011-09-20,366.25,103
12352,2011-09-28,266.25,52
12352,2011-11-03,311.73,127
12609,2011-01-25,287.93,223
12609,2011-06-06,512.8,295
12609,2011-09-22,326.12,130
12356,2011-01-18,2271.62,1216
12613,2011-03-22,821.66,486
12613,2011-05-26,640.86,273
12613,2011-10-13,1881.86,885
12362,2011-02-17,479.1,229
12362,2011-04-28,495.24,275
12362,2011-07-07,303.76,144
12362,2011-08-11,469.25,340
12362,2011-09-28,829.99,267
12362,2011-10-11,355.8,162
12362,2011-10-26,786.95,213
12362,2011-10-28,499.16,168
12362,2011-11-04,477.94,210
12362,2011-12-06,529.04,221
12619,2011-04-19,425.68,468
12619,2011-07-14,688.0,781
12619,2011-08-15,378.12,462
12619,2011-09-13,199.8,213
12619,2011-09-23,473.12,426
12619,2011-11-06,482.16,522
12619,2011-11-23,398.7,461
12621,2010-12-09,464.61,227
12621,2010-12-17,919.04,328
12621,2011-02-14,642.29,412
12621,2011-02-21,892.95,520
12621,2011-03-25,960.0,484
12621,2011-04-27,1209.8,468
12621,2011-05-09,667.11,380
12621,2011-05-12,1104.92,754
12621,2011-05-23,495.1,245
12621,2011-06-16,683.35,471
12621,2011-07-15,561.06,297
12621,2011-08-23,415.17,361
12621,2011-08-31,1179.64,492
12621,2011-09-19,1065.6,410
12621,2011-10-18,630.55,346
12621,2011-11-16,610.28,253
12621,2011-12-08,1188.2,992
15694,2010-12-14,15.0,1
18257,2011-03-07,-8.65,-1
12370,2010-12-17,277.2,51
12626,2011-01-17,1096.0,412
12626,2011-01-27,178.1,48
12626,2011-06-30,814.74,583
12626,2011-07-21,1159.06,522
12626,2011-08-04,1062.84,556
12626,2011-08-19,463.26,216
12626,2011-10-06,1377.55,856
12626,2011-10-27,216.96,137
12626,2011-11-16,251.97,123
13394,2011-11-02,-207.22,-177
12627,2011-07-22,768.02,426
12627,2011-08-02,438.16,264
12627,2011-08-23,72.0,4
12627,2011-09-04,819.26,559
12627,2011-10-06,1183.72,868
12627,2011-11-29,566.98,309
15187,2011-09-09,15.0,1
12372,2011-02-16,399.22,224
12372,2011-05-11,515.7,368
12372,2011-09-29,383.12,202
12633,2011-02-25,1012.82,589
12633,2011-05-27,716.73,342
12633,2011-08-02,219.2,137
12633,2011-10-12,215.23,94
12637,2011-01-20,1516.68,708
12637,2011-04-14,615.2,284
12637,2011-10-03,358.4,158
15971,2011-04-11,22.65,7
12645,2011-01-27,369.3,235
12645,2011-05-04,429.6,240
12645,2011-08-22,511.96,350
12645,2011-11-06,464.32,259
12647,2010-12-05,372.0,91
12647,2010-12-07,596.8,155
12647,2010-12-17,224.8,83
12647,2011-03-18,464.7,225
12647,2011-04-08,350.76,88
12647,2011-05-24,293.25,121
12647,2011-07-07,276.6,143
12647,2011-08-05,307.8,134
12647,2011-09-11,356.11,196
12647,2011-09-22,158.85,64
12647,2011-11-17,321.15,132
17511,2011-06-15,4391.54,3003
12395,2010-12-03,346.1,528
12395,2010-12-17,333.82,225
12395,2011-02-11,231.51,262
12395,2011-03-23,326.5,321
12395,2011-05-05,149.97,72
12395,2011-05-12,181.82,83
12395,2011-06-30,163.9,103
12395,2011-08-19,165.95,35
12395,2011-10-04,346.68,118
12395,2011-11-08,506.55,246
12395,2011-11-20,265.83,125
16235,2011-09-19,10.0,1
12654,2011-02-17,166.6,77
12654,2011-05-26,171.15,74
12654,2011-11-02,171.23,64
12654,2011-11-29,93.0,49
12656,2011-04-20,541.2,200
12656,2011-05-20,1118.4,473
12656,2011-08-15,1161.07,607
12656,2011-09-28,644.75,268
12656,2011-11-22,585.75,175
13426,2011-09-30,-90.62,-21
12662,2010-12-01,261.48,157
12662,2011-02-03,336.7,184
12662,2011-03-08,301.4,169
12662,2011-04-14,444.82,228
12662,2011-06-05,493.68,290
12662,2011-07-19,431.66,194
12662,2011-08-24,383.92,178
12662,2011-10-18,521.62,297
12662,2011-11-16,449.55,265
12662,2011-12-09,224.95,96
12407,2011-03-20,226.3,215
12407,2011-04-18,269.66,204
12407,2011-07-06,719.06,522
12407,2011-07-28,192.34,296
12407,2011-10-21,300.76,179
12408,2011-03-24,837.59,356
12408,2011-06-17,654.18,378
12408,2011-09-02,642.28,310
12408,2011-11-07,739.5,364
12664,2011-01-21,661.58,164
12664,2011-04-21,642.0,153
12664,2011-07-19,653.9,188
12664,2011-09-13,319.6,73
12664,2011-10-04,310.0,73
12664,2011-10-12,316.8,73
12664,2011-11-04,760.0,187
12664,2011-11-23,310.0,73
12664,2011-12-01,890.0,218
12412,2011-06-23,514.5,358
12412,2011-07-25,376.24,241
12412,2011-09-26,336.14,230
12668,2010-12-19,469.87,337
12668,2011-01-31,1009.8,475
12668,2011-03-25,1444.8,522
12668,2011-11-28,882.68,300
13692,2011-05-20,-6.5,-1
12413,2011-01-06,425.25,177
12413,2011-10-04,194.2,81
12670,2011-04-21,633.05,278
12670,2011-05-24,393.34,210
12670,2011-09-02,608.08,273
12670,2011-11-10,665.46,333
12670,2011-11-29,696.12,303
12415,2011-04-01,350.0,1
12415,2011-11-04,-262.73,-1
12417,2010-12-17,291.34,60
12417,2011-01-25,323.44,108
12417,2011-03-03,410.0,126
12417,2011-04-28,436.3,267
12417,2011-06-05,437.19,134
12417,2011-08-04,355.56,190
12417,2011-08-25,562.69,344
12417,2011-10-31,462.85,148
12417,2011-12-06,369.73,175
12674,2011-05-16,586.74,222
12674,2011-06-22,390.06,272
12674,2011-09-09,425.2,293
12674,2011-11-01,568.6,346
12676,2011-02-01,509.5,250
12676,2011-03-24,197.9,107
12676,2011-06-02,121.55,54
12676,2011-08-08,169.1,83
12676,2011-09-30,151.68,109
12676,2011-11-15,181.66,67
12421,2011-01-24,157.45,104
12421,2011-08-17,231.76,158
12421,2011-11-24,178.48,77
12678,2010-12-21,221.28,26
12678,2011-02-28,353.43,214
12678,2011-04-04,134.0,1
12678,2011-06-05,1939.52,1195
12678,2011-07-13,915.46,667
12678,2011-08-31,1475.44,821
12678,2011-09-22,398.24,487
12678,2011-10-28,8947.96,5241
12423,2010-12-21,237.93,188
12423,2011-02-21,192.31,194
12423,2011-03-21,347.35,139
12423,2011-04-07,255.36,248
12423,2011-05-23,333.82,161
12423,2011-06-01,84.92,57
12423,2011-08-31,198.98,149
12423,2011-12-09,208.64,203
12679,2011-03-01,794.06,333
12679,2011-05-18,112.32,74
12679,2011-09-13,94.32,73
12679,2011-10-12,112.32,74
12681,2010-12-07,1033.52,585
12681,2010-12-20,1084.59,604
12681,2011-01-05,556.07,362
12681,2011-01-10,1238.06,635
12681,2011-01-19,752.75,386
12681,2011-01-31,417.54,205
12681,2011-03-13,343.29,185
12681,2011-03-15,565.54,317
12681,2011-03-22,523.98,201
12681,2011-04-17,545.57,377
12681,2011-05-13,415.28,268
12681,2011-05-25,568.74,377
12681,2011-06-05,709.91,351
12681,2011-07-08,579.26,325
12681,2011-07-11,532.48,241
12681,2011-09-23,790.54,479
12681,2011-10-27,612.11,350
12681,2011-11-09,718.99,346
12681,2011-11-17,1092.82,624
12681,2011-11-25,652.5,315
12682,2010-12-03,336.24,132
12682,2010-12-09,739.05,344
12682,2011-01-05,835.11,373
12682,2011-02-01,510.85,200
12682,2011-02-02,490.89,161
12682,2011-03-14,479.4,187
12682,2011-04-04,585.55,297
12682,2011-05-13,495.98,204
12682,2011-05-16,139.88,59
12682,2011-05-22,205.5,64
12682,2011-05-31,458.84,203
12682,2011-06-15,785.09,313
12682,2011-07-04,474.36,259
12682,2011-07-12,449.5,194
12682,2011-07-19,99.6,33
12682,2011-08-12,412.88,180
12682,2011-08-25,470.4,206
12682,2011-08-31,250.8,122
12682,2011-09-19,339.01,178
12682,2011-10-10,426.58,221
12682,2011-11-01,825.81,426
12682,2011-11-10,564.63,286
12682,2011-11-18,374.68,157
12682,2011-11-25,153.72,69
12682,2011-11-30,506.96,240
12682,2011-12-06,636.63,303
12683,2010-12-09,1063.08,664
12683,2011-01-17,732.14,268
12683,2011-03-01,352.2,247
12683,2011-03-23,1255.88,963
12683,2011-05-03,717.74,360
12683,2011-05-12,296.53,106
12683,2011-06-08,669.36,467
12683,2011-08-26,1130.95,694
12683,2011-09-08,404.31,211
12683,2011-10-20,1056.9,530
12683,2011-12-05,797.48,477
12428,2011-03-20,409.2,63
12428,2011-03-30,558.4,346
12428,2011-04-07,-62.11,-30
12428,2011-04-11,373.72,237
12428,2011-07-05,632.44,228
12428,2011-08-11,605.14,385
12428,2011-11-14,408.34,150
12684,2011-05-10,489.1,460
12684,2011-05-26,398.0,426
12684,2011-06-22,462.38,386
12684,2011-10-07,247.76,185
12684,2011-11-15,476.99,441
12684,2011-12-02,179.4,85
12429,2010-12-09,1281.5,454
12429,2011-04-26,437.98,198
12429,2011-06-20,1125.4,393
12431,2011-02-17,640.1,279
12431,2011-10-10,332.68,196
14735,2011-09-15,15.0,1
12432,2011-06-22,700.0,1
12691,2010-12-17,180.0,65
12691,2011-01-25,36.0,2
12691,2011-07-17,150.1,47
12691,2011-10-12,303.1,99
12691,2011-11-11,176.4,97
12437,2011-01-12,392.7,134
12437,2011-02-02,150.5,207
12437,2011-02-23,439.76,362
12437,2011-03-16,147.71,98
12437,2011-04-28,209.1,147
12437,2011-05-18,368.2,154
12437,2011-05-25,267.12,182
12437,2011-06-15,501.64,359
12437,2011-09-02,334.68,154
12437,2011-09-22,222.6,173
12437,2011-10-27,263.46,78
12437,2011-11-18,198.6,93
12437,2011-11-30,292.41,99
12437,2011-12-08,165.9,21
12697,2011-06-23,390.5,162
12697,2011-07-31,343.41,197
12697,2011-11-11,223.68,149
12700,2011-05-08,1056.43,777
12700,2011-07-06,1056.62,597
12700,2011-10-05,1476.19,890
12700,2011-12-02,1278.75,699
14748,2011-01-12,-103.96,-31
12704,2011-06-23,329.56,157
12704,2011-08-04,360.81,145
12704,2011-08-26,410.55,163
12704,2011-09-22,245.55,138
12704,2011-11-04,481.28,137
12704,2011-11-17,194.33,182
12704,2011-12-02,198.76,81
12449,2011-06-05,858.93,390
12449,2011-08-02,777.95,267
12449,2011-09-09,1087.7,372
12449,2011-11-17,1342.71,524
12705,2010-12-17,858.0,397
12705,2011-05-22,984.85,582
12705,2011-09-23,842.62,461
12705,2011-10-28,968.45,461
12705,2011-11-24,255.5,135
12451,2011-11-29,262.5,151
17315,2011-08-23,284.28,148
17315,2011-08-31,221.04,155
12708,2010-12-06,196.44,89
12708,2011-01-14,284.62,166
12708,2011-03-07,282.66,191
12708,2011-04-21,202.5,146
12708,2011-05-23,371.95,163
12708,2011-06-13,289.77,101
12708,2011-08-30,403.83,133
12708,2011-09-28,367.37,165
12708,2011-11-07,280.77,140
12708,2011-11-10,33.0,13
17828,2011-06-08,833.16,378
17828,2011-08-22,213.5,79
17828,2011-11-17,613.43,184
12709,2010-12-08,522.7,139
12709,2011-03-30,418.7,174
12709,2011-04-14,68.0,41
12709,2011-07-27,440.7,227
12709,2011-10-27,268.68,110
12455,2011-02-17,15.0,1
12455,2011-06-03,264.4,107
12455,2011-07-06,134.5,103
12455,2011-08-04,78.56,33
12455,2011-09-27,290.5,323
12456,2011-03-30,940.17,445
12456,2011-07-31,1325.23,628
12456,2011-10-26,915.64,560
12712,2010-12-03,175.53,60
12712,2010-12-09,295.1,84
12712,2011-01-12,250.65,97
12712,2011-02-01,314.15,61
12712,2011-02-04,-71.9,-7
12712,2011-03-07,219.3,91
12712,2011-03-16,300.7,50
12712,2011-05-10,565.25,148
12712,2011-05-23,146.8,31
12712,2011-06-10,627.4,92
12712,2011-07-15,776.05,119
12712,2011-08-25,242.15,110
12712,2011-10-21,250.4,69
12712,2011-11-11,232.65,50
12457,2011-04-14,669.25,197
12457,2011-04-15,219.0,101
12457,2011-09-15,160.0,4
12714,2011-02-18,968.3,753
12714,2011-05-17,793.62,479
12714,2011-06-13,513.26,236
12714,2011-08-25,1114.52,790
12714,2011-11-30,1319.16,811
12971,2010-12-15,-3.5,-1
12463,2011-04-12,344.57,187
12463,2011-05-17,297.38,168
12463,2011-06-17,337.84,220
12463,2011-10-17,358.99,199
12464,2011-02-03,213.9,21
12464,2011-02-28,149.95,15
12464,2011-05-23,181.0,18
12464,2011-07-13,45.6,13
12464,2011-08-25,190.1,14
12464,2011-11-17,149.6,10
12464,2011-11-29,281.9,21
12720,2010-12-05,473.39,299
12720,2010-12-17,165.74,223
12720,2011-01-31,279.3,182
12720,2011-02-09,168.9,160
12720,2011-03-22,498.32,490
12720,2011-05-26,215.52,186
12720,2011-06-23,276.93,145
12720,2011-09-06,375.34,337
12720,2011-10-05,485.78,398
12720,2011-11-16,409.02,262
12720,2011-11-24,436.08,420
12720,2011-12-07,382.47,168
12721,2010-12-20,286.6,129
12721,2011-02-09,455.02,301
12721,2011-04-07,366.2,239
12721,2011-06-09,591.09,464
12721,2011-09-21,342.9,417
12721,2011-11-08,614.32,409
12724,2011-01-11,154.9,115
12724,2011-06-19,125.46,63
12724,2011-09-19,542.81,192
12724,2011-12-04,208.24,75
12726,2010-12-17,170.28,333
12726,2011-01-28,401.58,408
12726,2011-03-20,316.02,423
12726,2011-05-09,223.4,333
12726,2011-06-08,356.04,445
12726,2011-09-14,357.32,438
12726,2011-11-11,784.46,763
12471,2010-12-10,2360.41,1096
12471,2010-12-17,1513.95,450
12471,2011-01-13,753.45,100
12471,2011-02-03,947.4,180
12471,2011-02-23,388.3,201
12471,2011-03-18,878.32,308
12471,2011-04-04,674.29,390
12471,2011-05-13,881.2,324
12471,2011-07-07,948.26,446
12471,2011-08-22,1127.02,391
12471,2011-08-24,613.8,465
12471,2011-09-08,-18.0,-1
12471,2011-09-16,440.5,229
12471,2011-09-22,223.26,139
12471,2011-10-05,2385.38,963
12471,2011-11-03,725.72,377
12471,2011-11-17,1072.12,519
12471,2011-11-24,923.28,462
12471,2011-11-29,698.88,281
12471,2011-12-07,2238.51,890
12727,2011-01-23,514.5,126
12727,2011-02-16,901.66,776
12727,2011-03-03,573.16,342
12727,2011-06-05,793.08,363
12727,2011-09-05,537.3,148
12727,2011-11-29,643.0,342
12472,2010-12-05,1631.3,972
12472,2011-01-26,825.36,485
12472,2011-03-17,592.18,368
12472,2011-06-13,1266.66,791
12472,2011-07-24,612.1,472
12472,2011-10-19,1376.43,923
12472,2011-11-07,268.08,137
12728,2011-01-11,252.54,122
12728,2011-02-28,200.72,73
12728,2011-03-27,164.05,61
12728,2011-09-29,219.02,163
12474,2011-01-14,249.4,82
12474,2011-01-26,350.4,207
12474,2011-02-25,287.58,124
12474,2011-03-18,806.47,550
12474,2011-03-28,257.2,157
12474,2011-05-17,760.28,530
12474,2011-06-21,427.76,272
12474,2011-07-12,191.6,125
12474,2011-07-25,513.64,410
12474,2011-09-02,465.68,314
12474,2011-10-11,522.36,254
12474,2011-10-17,572.23,480
12474,2011-10-20,740.41,554
12474,2011-11-15,762.56,540
12474,2011-11-22,416.17,221
12731,2010-12-10,1071.9,418
12731,2011-04-18,-86.0,-61
12476,2011-01-31,549.58,131
12476,2011-02-14,127.45,42
12476,2011-04-19,1411.67,628
12476,2011-05-05,311.2,20
12476,2011-07-21,746.57,304
12476,2011-09-16,532.81,184
12476,2011-10-25,1097.16,428
12476,2011-11-14,203.93,48
12476,2011-11-24,1750.46,591
12480,2011-01-07,816.25,367
12480,2011-03-17,771.02,395
12480,2011-07-19,557.68,334
12480,2011-11-11,1136.68,611
12481,2010-12-09,159.38,85
12481,2010-12-20,631.96,234
12481,2011-01-07,603.09,413
12481,2011-03-28,832.34,693
12481,2011-05-19,873.78,519
12481,2011-06-13,1001.21,417
12481,2011-10-05,1307.76,790
12481,2011-11-17,186.8,153
13505,2011-04-21,1009.69,489
13505,2011-05-31,906.4,364
13505,2011-06-26,667.03,408
13505,2011-09-28,1810.51,1225
12483,2011-01-04,507.56,292
12483,2011-04-27,323.0,109
12483,2011-05-18,115.6,37
12483,2011-06-09,319.95,188
12483,2011-09-02,309.45,163
12483,2011-10-30,454.2,198
12483,2011-11-22,326.72,118
12484,2011-01-07,1138.67,630
12484,2011-06-16,1137.99,424
12484,2011-08-31,140.0,5
12484,2011-11-07,140.0,5
13509,2011-07-13,15.0,1
16839,2011-03-10,-9.54,-13
12490,2011-01-14,864.22,548
12490,2011-05-09,331.5,164
12490,2011-06-20,484.06,211
