customer_id,monetary_dnn,monetary_btyd,frequency_dnn,frequency_btyd,recency,T,time_between,avg_basket_value,avg_basket_size,cnt_returns,has_returned,frequency_btyd_clipped,monetary_btyd_clipped,target_monetary_clipped,target_monetary
12749,2678.23,909.565,3,2,83,90,27.67,892.74,355.33,1,1,2,909.57,3868.2,3868.2
14397,681.04,73.657142857142844,8,7,86,90,10.75,85.13,68.5,0,0,7,73.66,2556.68,2556.68
16676,1065.1,200.09333333333336,4,3,133,214,33.25,266.28,101.75,1,1,3,200.09,1558.72,1558.72
15433,533.3,160.66,2,1,54,144,27.0,266.65,267.0,0,0,1,160.66,417.87,417.87
18041,2822.7699999999995,184.14076923076922,14,13,229,249,16.36,201.63,188.79,0,0,13,184.14,4161.14,4161.14
13742,2620.1200000000003,241.20444444444445,10,9,158,197,15.8,262.01,96.3,1,1,9,241.2,3102.42,3102.42
16841,1561.06,310.91999999999996,5,4,150,164,30.0,312.21,375.6,0,0,4,310.92,1774.62,1774.62
13592,205.51,64.395,3,2,59,141,19.67,68.5,23.67,0,0,2,64.39,247.96,247.96
16210,10593.21,1159.7814285714287,8,7,160,250,20.0,1324.15,521.75,0,0,7,1159.78,21086.3,21086.3
12971,7022.2099999999991,155.04644444444443,46,45,246,249,5.35,152.66,114.52,1,1,45,155.05,10851.66,10851.66
12748,12517.21,195.5040625,65,64,249,250,3.83,192.57,123.49,1,1,64,195.5,30922.14,30922.14
13012,677.09,59.964,6,5,146,171,24.33,112.85,60.33,2,1,5,59.96,1311.62,1311.62
12372,914.92000000000007,515.7,2,1,84,173,42.0,457.46,296.0,0,0,1,515.7,1298.04,1298.04
15521,1991.98,379.0725,5,4,106,131,21.2,398.4,273.0,1,1,4,379.07,2574.65,2574.65
12921,8776.3999999999978,367.56521739130426,24,23,245,250,10.21,365.68,224.29,10,1,23,367.57,16389.74,16389.74
14367,5364.7,730.25666666666666,7,6,139,153,19.86,766.39,364.0,0,0,6,730.26,9167.82,9167.82
18144,1807.75,273.7833333333333,7,6,217,250,31.0,258.25,125.14,0,0,6,273.78,2888.75,2888.75
16143,1569.0700000000002,303.33000000000004,5,4,157,246,31.4,313.81,107.0,1,1,4,303.33,2419.84,2419.84
13136,1188.43,302.1325,5,4,231,242,46.2,237.69,134.0,3,1,4,302.13,2545.38,2545.38
13662,514.2600000000001,57.312000000000012,6,5,77,136,12.83,85.71,59.67,4,1,5,57.31,879.08,879.08
14731,251.01999999999998,123.36,2,1,7,89,3.5,125.51,91.0,0,0,1,123.36,380.02,380.02
16837,1908.49,251.39285714285714,8,7,88,122,11.0,238.56,90.75,1,1,7,251.39,3167.73,3167.73
18118,4022.2100000000009,197.01944444444447,19,18,222,246,11.68,211.7,108.63,1,1,18,197.02,5595.77,5595.77
13013,3103.69,225.05,8,7,248,248,31.0,387.96,196.5,2,1,7,225.05,4786.99,4786.99
16652,3007.22,709.53,3,2,61,150,20.33,1002.41,476.67,1,1,2,709.53,6654.26,6654.26
16241,1204.06,185.28199999999998,6,5,231,246,38.5,200.68,97.67,0,0,5,185.28,2607.87,2607.87
17677,9982.8700000000026,500.99277777777792,19,18,241,245,12.68,525.41,315.68,9,1,18,500.99,16219.22,16219.22
13418,4090.4300000000003,315.1990909090909,12,11,248,249,20.67,340.87,220.5,3,1,11,315.2,5845.44,5845.44
14056,4903.7299999999987,307.48357142857139,15,14,156,161,10.4,326.92,177.93,1,1,14,307.48,8127.85,8127.85
17634,1814.67,257.255,5,4,125,214,25.0,362.93,91.4,0,0,4,257.25,2361.97,2361.97
13069,2867.6200000000003,195.00923076923078,14,13,242,246,17.29,204.83,221.57,0,0,13,195.01,3740.52,3740.52
14748,1014.81,181.46333333333328,4,3,245,245,61.25,253.7,257.5,1,1,3,181.46,1311.79,1311.79
17428,10172.69,577.62882352941176,18,17,241,245,13.39,565.15,368.0,4,1,17,577.63,17078.45,17078.45
15296,2063.69,288.12,4,3,151,203,37.75,515.92,284.25,1,1,3,288.12,3610.31,3610.31
17164,1270.42,321.645,3,2,122,150,40.67,423.47,267.33,0,0,2,321.64,2466.4,2466.4
16712,1766.1999999999998,348.85749999999996,5,4,147,153,29.4,353.24,163.6,0,0,4,348.86,3645.43,3645.43
15187,1521.44,272.46,5,4,83,89,16.6,304.29,112.0,1,1,4,272.46,4670.08,4670.08
12731,11238.25,1452.3357142857142,8,7,220,241,27.5,1404.78,672.25,1,1,7,1452.34,18793.41,18793.41
15815,1874.7,482.56666666666666,4,3,119,136,29.75,468.68,378.5,0,0,3,482.57,2100.6,2100.6
16115,658.66,173.27666666666664,4,3,112,169,28.0,164.66,98.0,0,0,3,173.28,1667.97,1667.97
17888,178.78,74.675,3,2,145,234,48.33,59.59,65.33,0,0,2,74.67,525.78,525.78
12720,3290.5500000000006,216.70461538461541,14,13,245,246,17.5,235.04,195.64,1,1,13,216.7,5713.28,5713.28
15827,1181.1,70.726428571428571,15,14,238,249,15.87,78.74,37.0,6,1,14,70.73,1641.48,1641.48
12483,1257.61,125.00833333333333,7,6,156,216,22.29,179.66,89.14,2,1,6,125.01,2327.13,2327.13
13263,4453.0099999999993,239.51944444444442,19,18,198,202,10.42,234.37,136.32,0,0,18,239.52,7454.07,7454.07
12757,1651.6799999999998,262.2125,5,4,83,88,16.6,330.34,180.2,2,1,4,262.21,4227.7,4227.7
13883,1643.2,418.45,5,4,126,203,25.2,328.64,168.6,3,1,4,418.45,2538.75,2538.75
12621,8578.48,676.15583333333336,13,12,218,242,16.77,659.88,351.31,2,1,12,676.16,13612.07,13612.07
12395,1715.8200000000002,171.215,9,8,209,248,23.22,190.65,176.67,2,1,8,171.22,2998.28,2998.28
12683,5015.1799999999994,439.12222222222226,10,9,181,242,18.1,501.52,306.8,3,1,9,439.12,8221.09,8221.09
14606,8689.8700000000026,141.52583333333334,61,60,250,250,4.1,142.46,73.49,0,0,60,141.53,11713.85,11713.85
15974,2534.5299999999997,353.058,6,5,155,165,25.83,422.42,253.33,1,1,5,353.06,3429.55,3429.55
17667,1751.01,411.48,3,2,137,175,45.67,583.67,302.33,0,0,2,411.48,2055.51,2055.51
18221,528.71,147.12,3,2,32,88,10.67,176.24,99.67,1,1,2,147.12,1033.31,1033.31
13113,8552.3499999999985,547.41533333333325,16,15,204,243,12.75,534.52,133.19,0,0,15,547.42,10463.58,10463.58
18245,1613.3100000000002,311.895,5,4,206,232,41.2,322.66,264.2,1,1,4,311.89,2507.56,2507.56
13451,2403.69,667.4,4,3,208,211,52.0,600.92,439.5,0,0,3,667.4,2916.45,2916.45
16033,4479.83,393.10818181818189,12,11,232,246,19.33,373.32,134.58,0,0,11,393.11,8727.61,8727.61
13477,886.49999999999989,140.21999999999997,6,5,153,168,25.5,147.75,103.83,2,1,5,140.22,1441.53,1441.53
18172,5273.2199999999993,587.1633333333333,10,9,167,171,16.7,527.32,217.1,2,1,9,587.16,7490.17,7490.17
15106,1025.99,205.09666666666666,4,3,133,146,33.25,256.5,196.5,1,1,3,205.1,1407.73,1407.73
16057,974.24000000000012,96.75333333333333,4,3,85,161,21.25,243.56,87.75,2,1,3,96.75,2140.22,2140.22
15498,7671.3600000000006,611.72,14,13,199,244,14.21,547.95,283.86,3,1,13,611.72,12396.46,12396.46
16186,1926.39,323.742,6,5,230,249,38.33,321.06,274.83,1,1,5,323.74,3991.94,3991.94
15513,8553.2699999999986,745.11545454545444,12,11,237,250,19.75,712.77,277.75,1,1,11,745.12,14520.08,14520.08
17671,809.91999999999985,103.93499999999997,5,4,231,242,46.2,161.98,82.2,2,1,4,103.93,1284.08,1284.08
15544,2446.0,348.57666666666665,7,6,235,249,33.57,349.43,289.57,1,1,6,348.58,3542.51,3542.51
12431,4194.75,348.77272727272725,12,11,237,250,19.75,349.56,140.33,2,1,11,348.77,6416.39,6416.39
17932,934.51,345.5,2,1,38,88,19.0,467.25,296.5,0,0,1,345.5,1331.57,1331.57
16745,5576.130000000001,410.52538461538467,14,13,181,188,12.93,398.29,364.14,0,0,13,410.53,7170.7,7170.7
13908,1439.1100000000001,314.37,4,3,150,153,37.5,359.78,227.75,1,1,3,314.37,2347.05,2347.05
14738,753.08999999999992,109.66399999999999,6,5,186,193,31.0,125.52,54.5,1,1,5,109.66,1289.94,1289.94
16743,1472.87,260.6475,5,4,232,235,46.4,294.57,251.4,1,1,4,260.65,2191.84,2191.84
18136,578.35,144.68,3,2,113,196,37.67,192.78,96.33,1,1,2,144.68,761.83,761.83
16985,3576.0400000000004,528.544,6,5,201,235,33.5,596.01,214.17,1,1,5,528.54,5461.62,5461.62
13971,1233.24,179.952,6,5,107,162,17.83,205.54,141.33,2,1,5,179.95,2702.22,2702.22
14390,1570.51,450.92,4,3,228,249,57.0,392.63,184.25,0,0,3,450.92,4592.47,4592.47
14233,959.1,429.125,3,2,106,194,35.33,319.7,136.67,0,0,2,429.13,1447.51,1447.51
14883,358.48,47.92,2,1,48,88,24.0,179.24,161.0,0,0,1,47.92,756.64,756.64
16043,676.49,184.32,3,2,106,194,35.33,225.5,114.0,0,0,2,184.32,773.99,773.99
16184,564.81999999999994,208.3,3,2,78,88,26.0,188.27,78.67,0,0,2,208.3,1155.54,1155.54
14064,686.6400000000001,167.16333333333333,4,3,63,151,15.75,171.66,215.75,1,1,3,167.16,1188.32,1188.32
13092,421.75,59.075,5,4,148,236,29.6,84.35,17.4,1,1,4,59.08,459.83,459.83
17388,953.03000000000009,285.71500000000003,3,2,156,164,52.0,317.68,259.67,0,0,2,285.72,1259.56,1259.56
16013,13817.11,607.38619047619045,22,21,234,248,10.64,628.05,229.95,4,1,21,607.39,33366.25,33366.25
12681,9824.0799999999981,517.09176470588227,18,17,216,244,12.0,545.78,300.5,3,1,17,517.09,13677.59,13677.59
12682,7085.84,482.11428571428576,15,14,228,248,15.2,472.39,201.53,0,0,14,482.11,12288.22,12288.22
12471,8679.5000000000018,395.29545454545462,23,22,236,249,10.26,377.37,145.65,13,1,22,395.3,18740.92,18740.92
13953,2250.0,583.33333333333337,4,3,188,229,47.0,562.5,450.0,0,0,3,583.33,3515.68,3515.68
15907,529.52,278.34,2,1,34,87,17.0,264.76,128.0,0,0,1,278.34,967.45,967.45
14194,4425.35,390.84000000000003,11,10,174,185,15.82,402.3,192.64,5,1,10,390.84,11216.75,11216.75
15529,2399.08,300.48857142857145,8,7,224,243,28.0,299.88,254.75,0,0,7,300.49,3967.78,3967.78
17961,1179.6200000000001,38.965555555555554,28,27,249,249,8.89,42.13,16.75,0,0,27,38.97,1296.44,1296.44
16161,2893.8500000000004,230.72083333333333,13,12,231,245,17.77,222.6,108.85,1,1,12,230.72,5352.97,5352.97
17669,2064.7200000000003,529.74,4,3,79,126,19.75,516.18,298.0,0,0,3,529.74,3406.72,3406.72
14226,1678.8500000000001,231.85000000000002,4,3,70,146,17.5,419.71,270.0,2,1,3,231.85,2201.64,2201.64
14291,2030.2200000000003,522.67000000000007,3,2,103,152,34.33,676.74,418.67,0,0,2,522.67,3873.3,3873.3
15845,2465.86,360.41666666666657,7,6,203,214,29.0,352.27,195.71,2,1,6,360.42,3650.87,3650.87
17139,5566.07,585.338,6,5,117,165,19.5,927.68,414.67,2,1,5,585.34,10585.57,10585.57
15981,2458.2,437.64,6,5,174,188,29.0,409.7,216.0,0,0,5,437.64,3408.48,3408.48
15382,2099.27,269.96250000000003,5,4,116,172,23.2,419.85,323.8,2,1,4,269.96,5927.86,5927.86
14527,4324.53,111.59051282051281,40,39,245,250,6.13,108.11,28.03,5,1,39,111.59,7711.38,7711.38
13534,3829.83,136.40884615384616,27,26,230,235,8.52,141.85,74.93,14,1,26,136.41,5613.08,5613.08
15373,1317.5000000000002,140.45714285714286,8,7,198,248,24.75,164.69,35.75,1,1,7,140.46,2213.11,2213.11
17238,1959.9199999999998,198.72875,9,8,235,248,26.11,217.77,101.0,0,0,8,198.73,3744.65,3744.65
13018,4531.94,350.06166666666667,13,12,164,172,12.62,348.61,253.92,1,1,12,350.06,7272.75,7272.75
15159,7548.69,473.97583333333324,13,12,225,238,17.31,580.67,347.69,2,1,12,473.98,18573.68,18573.68
16871,1986.97,483.98333333333335,4,3,72,147,18.0,496.74,214.5,1,1,3,483.98,2761.49,2761.49
14342,358.89000000000004,24.645,3,2,73,87,24.33,119.63,55.33,1,1,2,24.64,607.71,607.71
17655,1535.5,214.85000000000002,5,4,156,243,31.2,307.1,113.6,1,1,4,214.85,2571.74,2571.74
17790,1158.29,128.68,9,8,231,241,25.67,128.7,58.11,0,0,8,128.68,1965.55,1965.55
13623,532.02,131.97333333333333,4,3,87,174,21.75,133.0,37.0,0,0,3,131.97,672.44,672.44
17886,396.26,173.07,2,1,39,126,19.5,198.13,112.5,0,0,1,173.07,899.61,899.61
14676,1685.92,337.434,6,5,154,178,25.67,280.99,303.67,2,1,5,337.43,2543.24,2543.24
13629,4897.3600000000006,706.2266666666668,7,6,202,215,28.86,699.62,396.0,0,0,6,706.23,7792.36,7792.36
16401,2443.9900000000002,279.4414285714285,8,7,196,204,24.5,305.5,288.88,1,1,7,279.44,4061.24,4061.24
15251,7153.57,717.92500000000007,7,6,114,118,16.29,1021.94,637.14,1,1,6,717.93,10327.11,10327.11
15129,2490.73,305.04714285714283,8,7,165,168,20.63,311.34,193.63,0,0,7,305.05,3447.4,3447.4
17061,4190.7699999999995,450.404,6,5,85,109,14.17,698.46,210.33,0,0,5,450.4,5171.57,5171.57
16618,1424.3400000000001,232.06000000000003,4,3,119,199,29.75,356.09,192.5,1,1,3,232.06,2630.64,2630.64
14031,8390.81,606.96,12,11,246,249,20.5,699.23,280.83,1,1,11,606.96,14634.64,14634.64
16660,384.36,101.76,2,1,109,196,54.5,192.18,114.0,0,0,1,101.76,810.45,810.45
15033,1366.03,198.98999999999998,5,4,206,206,41.2,273.21,158.6,0,0,4,198.99,2571.02,2571.02
12599,857.04,131.036,6,5,178,181,29.67,142.84,124.83,0,0,5,131.04,1032.58,1032.58
15440,237.66,111.86,2,1,72,85,36.0,118.83,62.5,0,0,1,111.86,383.68,383.68
15854,2393.69,309.08428571428573,8,7,221,238,27.63,299.21,93.0,0,0,7,309.08,2974.65,2974.65
17758,1436.2,426.20500000000004,3,2,98,127,32.67,478.73,302.33,0,0,2,426.21,3456.7,3456.7
16283,472.47,194.66,2,1,56,85,28.0,236.24,196.5,0,0,1,194.66,1531.51,1531.51
15164,368.17999999999995,194.79,2,1,131,216,65.5,184.09,71.5,0,0,1,194.79,843.05,843.05
17107,6334.06,2319.425,3,2,123,155,41.0,2111.35,810.67,0,0,2,2319.43,10380.43,10380.43
16466,522.84,205.585,3,2,112,169,37.33,174.28,106.67,0,0,2,205.59,1603.46,1603.46
16076,630.92000000000007,325.47,2,1,74,85,37.0,315.46,223.0,0,0,1,325.47,2173.53,2173.53
16206,409.86,124.28,3,2,203,204,67.67,136.62,67.67,0,0,2,124.28,537.06,537.06
16809,468.74,128.205,3,2,126,139,42.0,156.25,123.33,0,0,2,128.21,912.74,912.74
16877,188.98000000000002,111.23,2,1,56,85,28.0,94.49,52.0,0,0,1,111.23,853.72,853.72
13183,2183.02,389.495,5,4,199,211,39.8,436.6,254.8,0,0,4,389.5,3957.78,3957.78
13232,878.45,253.67333333333332,4,3,63,120,15.75,219.61,137.25,0,0,3,253.67,1357.6,1357.6
17302,303.12,120.27,2,1,97,182,48.5,151.56,95.0,0,0,1,120.27,1119.93,1119.93
13118,786.29,304.385,3,2,80,165,26.67,262.1,88.33,0,0,2,304.38,1125.0,1125.0
15081,230.60000000000002,59.725,3,2,163,244,54.33,76.87,37.0,1,1,2,59.73,487.35,487.35
17114,542.18999999999994,79.99,6,5,196,211,32.67,90.36,24.67,1,1,5,79.99,747.22,747.22
13094,1327.26,91.964999999999989,13,12,239,245,18.38,102.1,90.92,3,1,12,91.96,1708.86,1708.86
16168,1992.22,143.035,13,12,241,246,18.54,153.25,80.92,0,0,12,143.03,3770.6,3770.6
12674,946.8,180.03,3,2,45,84,15.0,315.6,156.67,1,1,2,180.03,1919.31,1919.31
13319,6436.1200000000008,404.016875,17,16,233,244,13.71,378.6,161.12,6,1,16,404.02,10664.34,10664.34
16912,1524.1699999999998,229.37399999999997,6,5,189,200,31.5,254.03,95.83,2,1,5,229.37,2528.67,2528.67
16705,8155.0199999999995,702.32999999999981,11,10,218,235,19.82,741.37,316.18,6,1,10,702.33,13946.13,13946.13
13650,718.52,173.2,3,2,62,144,20.67,239.51,93.33,1,1,2,173.2,1809.34,1809.34
16729,4477.64,305.6438461538462,14,13,115,118,8.21,319.83,246.0,1,1,13,305.64,7076.28,7076.28
13456,826.16,206.16666666666666,4,3,52,84,13.0,206.54,63.0,1,1,3,206.17,1737.82,1737.82
14755,2507.28,336.47,7,6,192,211,27.43,358.18,149.86,1,1,6,336.47,4965.38,4965.38
13381,1781.0900000000001,682.49,3,2,151,175,50.33,593.7,309.67,0,0,2,682.49,3626.81,3626.81
17054,1204.82,222.6875,5,4,111,122,22.2,240.96,147.4,1,1,4,222.69,1353.83,1353.83
15910,550.61,133.70666666666668,4,3,109,193,27.25,137.65,107.75,0,0,3,133.71,1232.18,1232.18
16293,1129.74,375.495,3,2,160,244,53.33,376.58,171.0,0,0,2,375.5,2236.74,2236.74
16607,2017.58,201.59500000000003,9,8,230,235,25.56,224.18,229.78,0,0,8,201.6,3083.67,3083.67
14038,1080.52,182.10000000000002,3,2,63,84,21.0,360.17,233.0,1,1,2,182.1,1554.48,1554.48
16899,510.18,169.815,3,2,211,237,70.33,170.06,75.0,0,0,2,169.81,1281.56,1281.56
13769,1436.8100000000002,139.31375,9,8,213,244,23.67,159.65,67.33,4,1,8,139.31,2771.87,2771.87
18230,1562.28,313.806,6,5,192,242,32.0,260.38,132.33,2,1,5,313.81,2716.6,2716.6
17228,687.57999999999993,168.09333333333333,4,3,165,249,41.25,171.9,152.75,0,0,3,168.09,1906.09,1906.09
15358,4828.0100000000011,323.343076923077,14,13,229,242,16.36,344.86,293.36,5,1,13,323.34,8234.8,8234.8
16496,1147.74,205.51999999999998,3,2,125,193,41.67,382.58,254.67,1,1,2,205.52,1562.22,1562.22
15044,5141.38,430.543,11,10,226,239,20.55,467.4,139.91,0,0,10,430.54,7629.38,7629.38
15125,9633.5700000000015,482.72416666666669,13,12,141,147,10.85,741.04,401.46,6,1,12,482.72,11117.05,11117.05
16131,1664.52,608.16,2,1,32,116,16.0,832.26,396.0,0,0,1,608.16,3506.54,3506.54
17001,2210.3900000000003,362.486,6,5,185,235,30.83,368.4,199.67,0,0,5,362.49,3989.57,3989.57
14211,880.83999999999992,105.09142857142855,8,7,88,172,11.0,110.1,61.0,3,1,7,105.09,2208.3,2208.3
17288,663.69999999999993,132.535,5,4,151,235,30.2,132.74,132.4,0,0,4,132.53,1419.73,1419.73
13777,12157.990000000002,278.6415,21,20,244,250,11.62,578.95,279.9,4,1,20,278.64,25748.35,25748.35
14217,1035.18,83.352727272727279,12,11,211,243,17.58,86.27,27.33,3,1,11,83.35,1925.36,1925.36
12993,175.3,72.4,2,1,91,175,45.5,87.65,46.0,0,0,1,72.4,414.76,414.76
12714,2275.1800000000003,653.44,3,2,115,171,38.33,758.39,489.33,0,0,2,653.44,4708.86,4708.86
12463,974.39,209.94000000000003,4,3,66,118,16.5,243.6,142.75,1,1,3,209.94,1303.63,1303.63
12474,3765.66,271.40428571428572,15,14,231,245,15.4,251.04,163.0,5,1,14,271.4,7116.47,7116.47
17530,1367.8600000000001,266.805,5,4,159,242,31.8,273.57,159.2,0,0,4,266.81,2385.0,2385.0
18043,451.80999999999995,135.35,2,1,160,243,80.0,225.9,123.0,0,0,1,135.35,559.51,559.51
18061,1552.0700000000002,191.15166666666667,7,6,215,243,30.71,221.72,110.43,0,0,6,191.15,2119.41,2119.41
15570,2771.13,281.685,9,8,228,246,25.33,307.9,125.56,0,0,8,281.69,4109.97,4109.97
16923,3897.7599999999998,279.80916666666661,13,12,210,239,16.15,299.83,136.08,2,1,12,279.81,6746.83,6746.83
14952,3379.01,497.43,8,7,208,243,26.0,422.38,216.38,3,1,7,497.43,7912.79,7912.79
14410,639.06000000000006,100.28200000000001,6,5,164,182,27.33,106.51,50.5,1,1,5,100.28,576.3,576.3
17519,1483.05,229.55,6,5,235,245,39.17,247.17,173.17,1,1,5,229.55,1839.07,1839.07
14221,2024.0600000000002,427.77750000000003,5,4,190,216,38.0,404.81,220.6,1,1,4,427.78,3427.85,3427.85
12949,2999.4700000000003,366.29249999999996,5,4,122,129,24.4,599.89,348.2,2,1,4,366.29,4143.02,4143.02
16316,2039.5100000000002,288.54833333333335,7,6,229,235,32.71,291.36,167.71,2,1,6,288.55,2755.56,2755.56
13310,785.85000000000014,125.22333333333334,4,3,124,201,31.0,196.46,96.75,2,1,3,125.22,1083.63,1083.63
17220,2172.4,370.98,6,5,238,241,39.67,362.07,200.5,0,0,5,370.98,3198.25,3198.25
14239,1358.19,171.22714285714287,8,7,186,193,23.25,169.77,80.88,1,1,7,171.23,2323.5,2323.5
13208,835.06999999999994,222.20666666666668,4,3,154,186,38.5,208.77,143.25,0,0,3,222.21,1217.42,1217.42
13488,5896.3200000000006,451.43999999999994,11,10,226,244,20.55,536.03,258.45,4,1,10,451.44,8910.61,8910.61
18257,842.94999999999993,102.91,6,5,128,173,21.33,140.49,62.83,3,1,5,102.91,2244.98,2244.98
17522,912.25,254.9366666666667,4,3,80,95,20.0,228.06,233.0,0,0,3,254.94,1070.71,1070.71
17612,995.77999999999986,138.06400000000002,6,5,157,174,26.17,165.96,122.0,3,1,5,138.06,1992.76,1992.76
16156,1386.87,180.505,7,6,161,187,23.0,198.12,96.14,2,1,6,180.5,3024.62,3024.62
15005,3969.07,220.38647058823531,18,17,239,243,13.28,220.5,150.17,0,0,17,220.39,6180.49,6180.49
17702,686.98,387.565,3,2,202,242,67.33,228.99,212.67,1,1,2,387.56,1719.72,1719.72
13309,546.64,155.93,2,1,102,185,51.0,273.32,308.0,0,0,1,155.93,1456.79,1456.79
17811,4422.9800000000005,192.59136363636364,23,22,206,210,8.96,192.3,91.04,2,1,22,192.59,7677.71,7677.71
16218,2150.9500000000003,419.9125,5,4,235,250,47.0,430.19,309.0,1,1,4,419.91,3054.87,3054.87
13246,1860.99,381.23,5,4,154,207,30.8,372.2,309.2,0,0,4,381.23,1922.1,1922.1
17147,938.16,264.33,3,2,105,188,35.0,312.72,171.0,1,1,2,264.33,1679.64,1679.64
16266,650.74,130.81666666666669,4,3,70,83,17.5,162.69,75.0,0,0,3,130.82,861.89,861.89
15093,3209.7999999999997,431.01166666666671,7,6,173,249,24.71,458.54,415.71,3,1,6,431.01,4410.14,4410.14
17515,571.36999999999989,169.945,3,2,112,195,37.33,190.46,73.33,0,0,2,169.94,639.02,639.02
13871,3643.8900000000008,531.30666666666673,7,6,174,185,24.86,520.56,227.86,0,0,6,531.31,6389.8,6389.8
14032,1805.47,150.161,11,10,198,243,18.0,164.13,118.45,5,1,10,150.16,2929.84,2929.84
18198,4008.2100000000005,247.17799999999997,16,15,195,213,12.19,250.51,196.5,3,1,15,247.18,5083.06,5083.06
16639,471.15,162.95,2,1,29,112,14.5,235.57,79.5,0,0,1,162.95,1169.38,1169.38
17857,9642.78,923.06444444444469,10,9,193,242,19.3,964.28,577.0,0,0,9,923.06,26763.34,26763.34
12679,869.12999999999988,37.535,3,2,78,160,26.0,289.71,130.67,1,1,2,37.53,1058.67,1058.67
12437,2421.98,253.66000000000003,9,8,154,208,17.11,269.11,182.0,1,1,8,253.66,4896.66,4896.66
18097,2011.4,609.62666666666667,4,3,228,231,57.0,502.85,354.5,0,0,3,609.63,2692.85,2692.85
13756,2558.34,337.59,7,6,238,244,34.0,365.48,234.0,0,0,6,337.59,5145.12,5145.12
16906,394.94,140.15,3,2,62,125,20.67,131.65,61.33,0,0,2,140.15,579.77,579.77
18223,3503.2000000000003,230.8853846153846,14,13,224,235,16.0,250.23,107.43,6,1,13,230.89,6315.23,6315.23
16775,1064.92,138.83666666666667,7,6,234,244,33.43,152.13,36.29,0,0,6,138.84,1695.66,1695.66
15811,1253.44,192.71800000000002,6,5,161,242,26.83,208.91,76.67,2,1,5,192.72,2171.32,2171.32
